player_name,team,season,runs,balls_faced,outs,fours,sixes,strike_rate,balls_bowled,runs_conceded,wickets,overs,economy,is_batsman,is_bowler,is_allrounder,is_pure_batsman,is_pure_bowler,fantasy_points
TS Mills,Royal Challengers Bangalore,2017,8.0,11.0,3.0,0.0,1.0,72.72727272727273,107.0,153.0,5.0,17.833333333333332,8.57943925233645,False,True,False,False,True,135.0
AF Milne,Royal Challengers Bangalore,2017,7.0,12.0,2.0,0.0,0.0,58.333333333333336,84.0,134.0,3.0,14.0,9.571428571428571,False,True,False,False,True,82.0
HV Patel,Royal Challengers Bangalore,2017,0.0,0.0,0.0,0.0,0.0,0.0,24.0,43.0,3.0,4.0,10.75,False,False,False,False,False,75.0
Iqbal Abdulla,Royal Challengers Bangalore,2017,5.0,7.0,0.0,0.0,0.0,71.42857142857143,30.0,55.0,2.0,5.0,11.0,False,False,False,False,False,55.0
B Stanlake,Royal Challengers Bangalore,2017,0.0,0.0,0.0,0.0,0.0,0.0,48.0,70.0,2.0,8.0,8.75,False,False,False,False,False,50.0
Avesh Khan,Royal Challengers Bangalore,2017,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,1.0,4.0,5.75,False,False,False,False,False,35.0
Vishnu Vinod,Royal Challengers Bangalore,2017,19.0,26.0,3.0,1.0,1.0,73.07692307692308,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,22.0
Sachin Baby,Royal Challengers Bangalore,2017,15.0,15.0,3.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,17.0
DA Warner,Sunrisers Hyderabad,2017,641.0,449.0,11.0,63.0,26.0,142.76169265033408,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,766.0
B Kumar,Sunrisers Hyderabad,2017,4.0,4.0,1.0,0.0,0.0,100.0,314.0,369.0,26.0,52.333333333333336,7.050955414012739,False,True,False,False,True,654.0
S Dhawan,Sunrisers Hyderabad,2017,479.0,375.0,13.0,53.0,9.0,127.73333333333333,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,550.0
Rashid Khan,Sunrisers Hyderabad,2017,11.0,9.0,2.0,0.0,1.0,122.22222222222223,324.0,358.0,17.0,54.0,6.62962962962963,False,True,False,False,True,438.0
S Kaul,Sunrisers Hyderabad,2017,0.0,2.0,0.0,0.0,0.0,0.0,214.0,300.0,16.0,35.666666666666664,8.411214953271028,False,True,False,False,True,400.0
MC Henriques,Sunrisers Hyderabad,2017,277.0,203.0,6.0,28.0,4.0,136.45320197044336,144.0,248.0,1.0,24.0,10.333333333333334,True,True,True,False,False,338.0
Yuvraj Singh,Sunrisers Hyderabad,2017,252.0,176.0,9.0,30.0,8.0,143.1818181818182,12.0,22.0,1.0,2.0,11.0,True,False,False,True,False,333.0
KS Williamson,Sunrisers Hyderabad,2017,256.0,168.0,5.0,20.0,10.0,152.38095238095238,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,306.0
Mohammed Siraj,Sunrisers Hyderabad,2017,0.0,0.0,0.0,0.0,0.0,0.0,138.0,212.0,10.0,23.0,9.217391304347826,False,True,False,False,True,250.0
A Nehra,Sunrisers Hyderabad,2017,0.0,0.0,0.0,0.0,0.0,0.0,127.0,197.0,8.0,21.166666666666668,9.307086614173228,False,True,False,False,True,200.0
DJ Hooda,Sunrisers Hyderabad,2017,78.0,52.0,3.0,5.0,4.0,150.0,24.0,42.0,2.0,4.0,10.5,False,False,False,False,False,151.0
V Shankar,Sunrisers Hyderabad,2017,101.0,75.0,2.0,12.0,1.0,134.66666666666666,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,115.0
Bipul Sharma,Sunrisers Hyderabad,2017,31.0,24.0,1.0,2.0,1.0,129.16666666666666,98.0,129.0,3.0,16.333333333333332,7.8979591836734695,False,True,False,False,True,110.0
BCJ Cutting,Sunrisers Hyderabad,2017,51.0,26.0,2.0,5.0,3.0,196.15384615384616,76.0,123.0,1.0,12.666666666666666,9.710526315789474,False,True,False,False,True,97.0
NV Ojha,Sunrisers Hyderabad,2017,79.0,65.0,4.0,2.0,3.0,121.53846153846153,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,87.0
Mohammad Nabi,Sunrisers Hyderabad,2017,2.0,3.0,1.0,0.0,0.0,66.66666666666667,66.0,58.0,2.0,11.0,5.2727272727272725,False,True,False,False,True,62.0
CJ Jordan,Sunrisers Hyderabad,2017,0.0,1.0,1.0,0.0,0.0,0.0,6.0,9.0,1.0,1.0,9.0,False,False,False,False,False,25.0
BB Sran,Sunrisers Hyderabad,2017,0.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,0.0,2.0,14.5,False,False,False,False,False,0.0
Mustafizur Rahman,Sunrisers Hyderabad,2017,0.0,0.0,0.0,0.0,0.0,0.0,16.0,34.0,0.0,2.6666666666666665,12.75,False,False,False,False,False,0.0
SR Watson,Chennai Super Kings,2018,555.0,358.0,13.0,44.0,35.0,155.02793296089385,168.0,251.0,6.0,28.0,8.964285714285714,True,True,True,False,False,829.0
AT Rayudu,Chennai Super Kings,2018,602.0,401.0,13.0,53.0,34.0,150.12468827930175,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,733.0
MS Dhoni,Chennai Super Kings,2018,455.0,301.0,6.0,24.0,30.0,151.1627906976744,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,549.0
DJ Bravo,Chennai Super Kings,2018,141.0,90.0,4.0,8.0,10.0,156.66666666666666,321.0,533.0,14.0,53.5,9.962616822429906,False,True,False,False,True,529.0
SK Raina,Chennai Super Kings,2018,445.0,335.0,12.0,46.0,12.0,132.83582089552237,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,515.0
SN Thakur,Chennai Super Kings,2018,15.0,5.0,0.0,3.0,0.0,300.0,280.0,431.0,16.0,46.666666666666664,9.235714285714286,False,True,False,False,True,418.0
RA Jadeja,Chennai Super Kings,2018,89.0,74.0,5.0,3.0,4.0,120.27027027027027,246.0,303.0,11.0,41.0,7.390243902439025,False,True,False,False,True,375.0
DL Chahar,Chennai Super Kings,2018,50.0,29.0,3.0,1.0,4.0,172.41379310344828,229.0,278.0,10.0,38.166666666666664,7.283842794759825,False,True,False,False,True,319.0
L Ngidi,Chennai Super Kings,2018,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,11.0,26.0,6.0,False,True,False,False,True,285.0
Harbhajan Singh,Chennai Super Kings,2018,29.0,35.0,2.0,3.0,1.0,82.85714285714286,191.0,270.0,7.0,31.833333333333332,8.481675392670157,False,True,False,False,True,209.0
F du Plessis,Chennai Super Kings,2018,162.0,128.0,5.0,17.0,6.0,126.5625,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,191.0
Imran Tahir,Chennai Super Kings,2018,2.0,2.0,0.0,0.0,0.0,100.0,124.0,188.0,6.0,20.666666666666668,9.096774193548388,False,True,False,False,True,152.0
SW Billings,Chennai Super Kings,2018,108.0,78.0,8.0,8.0,5.0,138.46153846153845,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,126.0
KV Sharma,Chennai Super Kings,2018,0.0,0.0,0.0,0.0,0.0,0.0,57.0,89.0,4.0,9.5,9.368421052631579,False,False,False,False,False,100.0
KM Asif,Chennai Super Kings,2018,0.0,0.0,0.0,0.0,0.0,0.0,36.0,75.0,3.0,6.0,12.5,False,False,False,False,False,75.0
DJ Willey,Chennai Super Kings,2018,0.0,0.0,0.0,0.0,0.0,0.0,60.0,95.0,2.0,10.0,9.5,False,True,False,False,True,50.0
KM Jadhav,Chennai Super Kings,2018,24.0,21.0,0.0,1.0,2.0,114.28571428571429,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,29.0
M Vijay,Chennai Super Kings,2018,12.0,10.0,1.0,0.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,14.0
DR Shorey,Chennai Super Kings,2018,8.0,9.0,1.0,0.0,1.0,88.88888888888889,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,10.0
MA Wood,Chennai Super Kings,2018,1.0,3.0,1.0,0.0,0.0,33.333333333333336,24.0,49.0,0.0,4.0,12.25,False,False,False,False,False,1.0
RR Pant,Delhi Daredevils,2018,684.0,394.0,13.0,68.0,37.0,173.60406091370558,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,836.0
SS Iyer,Delhi Daredevils,2018,411.0,309.0,10.0,29.0,21.0,133.0097087378641,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,482.0
TA Boult,Delhi Daredevils,2018,0.0,2.0,1.0,0.0,0.0,0.0,316.0,466.0,18.0,52.666666666666664,8.848101265822784,False,True,False,False,True,450.0
GJ Maxwell,Delhi Daredevils,2018,169.0,120.0,10.0,14.0,9.0,140.83333333333334,96.0,132.0,5.0,16.0,8.25,True,True,True,False,False,336.0
PP Shaw,Delhi Daredevils,2018,245.0,160.0,8.0,27.0,10.0,153.125,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,302.0
A Mishra,Delhi Daredevils,2018,1.0,2.0,0.0,0.0,0.0,50.0,222.0,264.0,12.0,37.0,7.135135135135135,False,True,False,False,True,301.0
V Shankar,Delhi Daredevils,2018,212.0,147.0,4.0,11.0,11.0,144.21768707482994,30.0,58.0,1.0,5.0,11.6,True,False,False,True,False,280.0
HV Patel,Delhi Daredevils,2018,60.0,33.0,0.0,1.0,6.0,181.8181818181818,105.0,167.0,7.0,17.5,9.542857142857143,False,True,False,False,True,258.0
R Tewatia,Delhi Daredevils,2018,50.0,43.0,3.0,5.0,1.0,116.27906976744185,132.0,173.0,6.0,22.0,7.863636363636363,False,True,False,False,True,207.0
JJ Roy,Delhi Daredevils,2018,120.0,94.0,4.0,9.0,7.0,127.65957446808511,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,143.0
CH Morris,Delhi Daredevils,2018,46.0,26.0,1.0,3.0,2.0,176.92307692307693,84.0,143.0,3.0,14.0,10.214285714285714,False,True,False,False,True,138.0
DT Christian,Delhi Daredevils,2018,26.0,32.0,1.0,0.0,1.0,81.25,71.0,101.0,4.0,11.833333333333334,8.535211267605634,False,True,False,False,True,128.0
S Lamichhane,Delhi Daredevils,2018,0.0,0.0,0.0,0.0,0.0,0.0,72.0,82.0,5.0,12.0,6.833333333333333,False,True,False,False,True,125.0
LE Plunkett,Delhi Daredevils,2018,1.0,3.0,1.0,0.0,0.0,33.333333333333336,150.0,225.0,4.0,25.0,9.0,False,True,False,False,True,101.0
Avesh Khan,Delhi Daredevils,2018,0.0,0.0,0.0,0.0,0.0,0.0,114.0,204.0,4.0,19.0,10.736842105263158,False,True,False,False,True,100.0
G Gambhir,Delhi Daredevils,2018,85.0,88.0,4.0,8.0,1.0,96.5909090909091,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,95.0
C Munro,Delhi Daredevils,2018,63.0,41.0,4.0,7.0,4.0,153.65853658536585,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,88.0
Abhishek Sharma,Delhi Daredevils,2018,63.0,33.0,1.0,3.0,5.0,190.9090909090909,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,86.0
Mohammed Shami,Delhi Daredevils,2018,7.0,6.0,1.0,1.0,0.0,116.66666666666667,83.0,144.0,3.0,13.833333333333334,10.409638554216867,False,True,False,False,True,83.0
S Nadeem,Delhi Daredevils,2018,6.0,8.0,0.0,0.0,0.0,75.0,90.0,161.0,3.0,15.0,10.733333333333333,False,True,False,False,True,81.0
NV Ojha,Delhi Daredevils,2018,1.0,4.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1.0
CJ Dala,Delhi Daredevils,2018,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,0.0,3.0,11.333333333333334,False,False,False,False,False,0.0
KL Rahul,Kings XI Punjab,2018,659.0,415.0,12.0,66.0,32.0,158.79518072289156,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,799.0
AJ Tye,Kings XI Punjab,2018,32.0,38.0,6.0,2.0,1.0,84.21052631578948,336.0,448.0,24.0,56.0,8.0,False,True,False,False,True,636.0
CH Gayle,Kings XI Punjab,2018,368.0,252.0,9.0,30.0,27.0,146.03174603174602,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,462.0
R Ashwin,Kings XI Punjab,2018,102.0,71.0,8.0,7.0,5.0,143.66197183098592,304.0,410.0,10.0,50.666666666666664,8.092105263157896,False,True,False,False,True,379.0
Mujeeb Ur Rahman,Kings XI Punjab,2018,10.0,7.0,1.0,2.0,0.0,142.85714285714286,248.0,289.0,14.0,41.333333333333336,6.991935483870968,False,True,False,False,True,362.0
KK Nair,Kings XI Punjab,2018,301.0,221.0,12.0,23.0,13.0,136.19909502262445,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,350.0
AS Rajpoot,Kings XI Punjab,2018,11.0,18.0,2.0,1.0,0.0,61.111111111111114,157.0,223.0,11.0,26.166666666666668,8.522292993630574,False,True,False,False,True,287.0
MP Stoinis,Kings XI Punjab,2018,99.0,75.0,4.0,6.0,4.0,132.0,66.0,120.0,3.0,11.0,10.909090909090908,False,True,False,False,True,188.0
MM Sharma,Kings XI Punjab,2018,10.0,13.0,1.0,1.0,0.0,76.92307692307692,178.0,322.0,7.0,29.666666666666668,10.853932584269662,False,True,False,False,True,186.0
AR Patel,Kings XI Punjab,2018,80.0,69.0,6.0,3.0,4.0,115.94202898550725,156.0,218.0,3.0,26.0,8.384615384615385,False,True,False,False,True,166.0
AJ Finch,Kings XI Punjab,2018,134.0,100.0,8.0,6.0,8.0,134.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,156.0
MA Agarwal,Kings XI Punjab,2018,120.0,94.0,10.0,9.0,5.0,127.65957446808511,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,139.0
BB Sran,Kings XI Punjab,2018,3.0,7.0,1.0,0.0,0.0,42.857142857142854,132.0,229.0,4.0,22.0,10.409090909090908,False,True,False,False,True,103.0
DA Miller,Kings XI Punjab,2018,74.0,63.0,2.0,3.0,2.0,117.46031746031746,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,81.0
Yuvraj Singh,Kings XI Punjab,2018,65.0,73.0,5.0,6.0,2.0,89.04109589041096,12.0,23.0,0.0,2.0,11.5,False,False,False,False,False,75.0
MK Tiwary,Kings XI Punjab,2018,47.0,44.0,3.0,4.0,1.0,106.81818181818181,6.0,10.0,0.0,1.0,10.0,False,False,False,False,False,53.0
AD Nath,Kings XI Punjab,2018,9.0,13.0,1.0,1.0,0.0,69.23076923076923,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,10.0
SP Narine,Kolkata Knight Riders,2018,357.0,188.0,16.0,40.0,23.0,189.89361702127658,366.0,467.0,17.0,61.0,7.655737704918033,True,True,True,False,False,878.0
AD Russell,Kolkata Knight Riders,2018,316.0,170.0,11.0,17.0,31.0,185.88235294117646,227.0,355.0,13.0,37.833333333333336,9.383259911894273,True,True,True,False,False,730.0
KD Karthik,Kolkata Knight Riders,2018,498.0,336.0,9.0,49.0,16.0,148.21428571428572,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,589.0
CA Lynn,Kolkata Knight Riders,2018,491.0,377.0,14.0,56.0,18.0,130.23872679045093,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,583.0
N Rana,Kolkata Knight Riders,2018,304.0,232.0,14.0,26.0,14.0,131.0344827586207,37.0,44.0,4.0,6.166666666666667,7.135135135135135,True,False,False,True,False,458.0
Kuldeep Yadav,Kolkata Knight Riders,2018,12.0,24.0,1.0,1.0,0.0,50.0,308.0,418.0,17.0,51.333333333333336,8.142857142857142,False,True,False,False,True,438.0
RV Uthappa,Kolkata Knight Riders,2018,351.0,264.0,16.0,30.0,21.0,132.95454545454547,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,423.0
PP Chawla,Kolkata Knight Riders,2018,27.0,34.0,4.0,1.0,1.0,79.41176470588235,294.0,412.0,14.0,49.0,8.408163265306122,False,True,False,False,True,380.0
M Prasidh Krishna,Kolkata Knight Riders,2018,1.0,5.0,0.0,0.0,0.0,20.0,168.0,260.0,10.0,28.0,9.285714285714286,False,True,False,False,True,251.0
Shubman Gill,Kolkata Knight Riders,2018,203.0,139.0,5.0,22.0,5.0,146.0431654676259,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,245.0
TK Curran,Kolkata Knight Riders,2018,23.0,28.0,3.0,3.0,0.0,82.14285714285714,61.0,118.0,6.0,10.166666666666666,11.60655737704918,False,True,False,False,True,176.0
Shivam Mavi,Kolkata Knight Riders,2018,13.0,15.0,3.0,1.0,0.0,86.66666666666667,168.0,270.0,5.0,28.0,9.642857142857142,False,True,False,False,True,139.0
MG Johnson,Kolkata Knight Riders,2018,16.0,10.0,0.0,2.0,0.0,160.0,126.0,216.0,2.0,21.0,10.285714285714286,False,True,False,False,True,78.0
JPR Scantlebury-Searles,Kolkata Knight Riders,2018,8.0,6.0,1.0,0.0,1.0,133.33333333333334,42.0,89.0,2.0,7.0,12.714285714285714,False,False,False,False,False,60.0
R Vinay Kumar,Kolkata Knight Riders,2018,6.0,3.0,0.0,1.0,0.0,200.0,23.0,65.0,2.0,3.8333333333333335,16.956521739130434,False,False,False,False,False,57.0
RK Singh,Kolkata Knight Riders,2018,29.0,31.0,4.0,4.0,0.0,93.54838709677419,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,33.0
HH Pandya,Mumbai Indians,2018,260.0,195.0,9.0,20.0,11.0,133.33333333333334,256.0,381.0,18.0,42.666666666666664,8.9296875,True,True,True,False,False,752.0
SA Yadav,Mumbai Indians,2018,512.0,384.0,14.0,61.0,16.0,133.33333333333334,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,605.0
KH Pandya,Mumbai Indians,2018,228.0,157.0,9.0,22.0,10.0,145.22292993630575,241.0,284.0,12.0,40.166666666666664,7.070539419087137,True,True,True,False,False,580.0
E Lewis,Mumbai Indians,2018,382.0,276.0,13.0,32.0,24.0,138.40579710144928,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,462.0
JJ Bumrah,Mumbai Indians,2018,10.0,10.0,1.0,1.0,0.0,100.0,324.0,372.0,17.0,54.0,6.888888888888889,False,True,False,False,True,436.0
M Markande,Mumbai Indians,2018,21.0,24.0,2.0,2.0,0.0,87.5,264.0,368.0,15.0,44.0,8.363636363636363,False,True,False,False,True,398.0
MJ McClenaghan,Mumbai Indians,2018,11.0,9.0,2.0,1.0,1.0,122.22222222222223,240.0,332.0,14.0,40.0,8.3,False,True,False,False,True,364.0
Ishan Kishan,Mumbai Indians,2018,275.0,184.0,12.0,22.0,17.0,149.45652173913044,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,341.0
RG Sharma,Mumbai Indians,2018,286.0,214.0,12.0,25.0,12.0,133.6448598130841,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,335.0
BCJ Cutting,Mumbai Indians,2018,96.0,58.0,4.0,5.0,8.0,165.51724137931035,102.0,168.0,2.0,17.0,9.882352941176471,False,True,False,False,True,177.0
Mustafizur Rahman,Mumbai Indians,2018,1.0,3.0,1.0,0.0,0.0,33.333333333333336,165.0,230.0,7.0,27.5,8.363636363636363,False,True,False,False,True,176.0
KA Pollard,Mumbai Indians,2018,133.0,99.0,7.0,10.0,7.0,134.34343434343435,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,157.0
JP Duminy,Mumbai Indians,2018,36.0,40.0,1.0,3.0,1.0,90.0,18.0,36.0,0.0,3.0,12.0,False,False,False,False,False,41.0
A Dananjaya,Mumbai Indians,2018,4.0,5.0,0.0,0.0,0.0,80.0,24.0,47.0,0.0,4.0,11.75,False,False,False,False,False,4.0
PJ Sangwan,Mumbai Indians,2018,0.0,4.0,1.0,0.0,0.0,0.0,12.0,19.0,0.0,2.0,9.5,False,False,False,False,False,0.0
JC Buttler,Rajasthan Royals,2018,548.0,352.0,10.0,52.0,21.0,155.6818181818182,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,652.0
SV Samson,Rajasthan Royals,2018,441.0,319.0,14.0,30.0,19.0,138.24451410658307,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,509.0
K Gowtham,Rajasthan Royals,2018,126.0,64.0,9.0,9.0,9.0,196.875,240.0,312.0,11.0,40.0,7.8,False,True,False,False,True,438.0
BA Stokes,Rajasthan Royals,2018,196.0,160.0,12.0,13.0,6.0,122.5,222.0,303.0,8.0,37.0,8.18918918918919,True,True,True,False,False,421.0
AM Rahane,Rajasthan Royals,2018,370.0,313.0,13.0,39.0,5.0,118.21086261980831,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,419.0
JC Archer,Rajasthan Royals,2018,15.0,19.0,5.0,2.0,0.0,78.94736842105263,233.0,325.0,15.0,38.833333333333336,8.369098712446352,False,True,False,False,True,392.0
JD Unadkat,Rajasthan Royals,2018,49.0,38.0,4.0,6.0,1.0,128.94736842105263,302.0,486.0,11.0,50.333333333333336,9.655629139072847,False,True,False,False,True,332.0
S Gopal,Rajasthan Royals,2018,50.0,45.0,2.0,5.0,0.0,111.11111111111111,186.0,236.0,11.0,31.0,7.612903225806452,False,True,False,False,True,330.0
RA Tripathi,Rajasthan Royals,2018,226.0,166.0,9.0,18.0,8.0,136.14457831325302,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,260.0
B Laughlin,Rajasthan Royals,2018,1.0,4.0,1.0,0.0,0.0,25.0,126.0,211.0,9.0,21.0,10.047619047619047,False,True,False,False,True,226.0
DJM Short,Rajasthan Royals,2018,115.0,99.0,7.0,11.0,5.0,116.16161616161617,18.0,19.0,1.0,3.0,6.333333333333333,False,False,False,False,False,161.0
IS Sodhi,Rajasthan Royals,2018,1.0,6.0,1.0,0.0,0.0,16.666666666666668,138.0,135.0,5.0,23.0,5.869565217391305,False,True,False,False,True,136.0
DS Kulkarni,Rajasthan Royals,2018,6.0,7.0,0.0,0.0,0.0,85.71428571428571,119.0,188.0,4.0,19.833333333333332,9.478991596638656,False,True,False,False,True,106.0
H Klaasen,Rajasthan Royals,2018,57.0,47.0,3.0,5.0,1.0,121.27659574468085,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,64.0
STR Binny,Rajasthan Royals,2018,44.0,39.0,4.0,2.0,2.0,112.82051282051282,12.0,33.0,0.0,2.0,16.5,False,False,False,False,False,50.0
Anureet Singh,Rajasthan Royals,2018,3.0,4.0,0.0,0.0,0.0,75.0,24.0,42.0,1.0,4.0,10.5,False,False,False,False,False,28.0
MK Lomror,Rajasthan Royals,2018,20.0,21.0,1.0,1.0,0.0,95.23809523809524,18.0,27.0,0.0,3.0,9.0,False,False,False,False,False,21.0
P Chopra,Rajasthan Royals,2018,8.0,6.0,1.0,2.0,0.0,133.33333333333334,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,10.0
Ankit Sharma,Rajasthan Royals,2018,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,1.0,11.0,False,False,False,False,False,0.0
V Kohli,Royal Challengers Bangalore,2018,530.0,379.0,11.0,52.0,18.0,139.84168865435356,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,618.0
AB de Villiers,Royal Challengers Bangalore,2018,480.0,275.0,9.0,39.0,30.0,174.54545454545453,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,589.0
UT Yadav,Royal Challengers Bangalore,2018,3.0,11.0,4.0,0.0,0.0,27.272727272727273,319.0,418.0,20.0,53.166666666666664,7.862068965517241,False,True,False,False,True,503.0
Mohammed Siraj,Royal Challengers Bangalore,2018,25.0,22.0,2.0,2.0,1.0,113.63636363636364,246.0,367.0,11.0,41.0,8.951219512195122,False,True,False,False,True,304.0
YS Chahal,Royal Challengers Bangalore,2018,0.0,4.0,0.0,0.0,0.0,0.0,300.0,363.0,12.0,50.0,7.26,False,True,False,False,True,300.0
Mandeep Singh,Royal Challengers Bangalore,2018,252.0,186.0,10.0,16.0,11.0,135.48387096774192,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,290.0
Q de Kock,Royal Challengers Bangalore,2018,201.0,162.0,7.0,20.0,8.0,124.07407407407408,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,237.0
CR Woakes,Royal Challengers Bangalore,2018,17.0,19.0,2.0,1.0,1.0,89.47368421052632,110.0,190.0,8.0,18.333333333333332,10.363636363636363,False,True,False,False,True,220.0
C de Grandhomme,Royal Challengers Bangalore,2018,131.0,83.0,4.0,4.0,10.0,157.83132530120483,90.0,129.0,2.0,15.0,8.6,False,True,False,False,True,215.0
PA Patel,Royal Challengers Bangalore,2018,153.0,109.0,5.0,20.0,4.0,140.36697247706422,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,191.0
Washington Sundar,Royal Challengers Bangalore,2018,65.0,38.0,3.0,5.0,4.0,171.05263157894737,120.0,192.0,4.0,20.0,9.6,False,True,False,False,True,188.0
TG Southee,Royal Challengers Bangalore,2018,52.0,46.0,2.0,5.0,1.0,113.04347826086956,174.0,261.0,5.0,29.0,9.0,False,True,False,False,True,184.0
MM Ali,Royal Challengers Bangalore,2018,77.0,46.0,4.0,4.0,6.0,167.3913043478261,79.0,97.0,3.0,13.166666666666666,7.367088607594937,False,True,False,False,True,178.0
BB McCullum,Royal Challengers Bangalore,2018,127.0,87.0,6.0,16.0,6.0,145.97701149425288,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,165.0
CJ Anderson,Royal Challengers Bangalore,2018,17.0,22.0,3.0,0.0,1.0,77.27272727272727,52.0,115.0,3.0,8.666666666666666,13.26923076923077,False,False,False,False,False,94.0
M Ashwin,Royal Challengers Bangalore,2018,1.0,2.0,1.0,0.0,0.0,50.0,42.0,53.0,3.0,7.0,7.571428571428571,False,False,False,False,False,76.0
M Vohra,Royal Challengers Bangalore,2018,55.0,47.0,4.0,2.0,4.0,117.02127659574468,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,65.0
SN Khan,Royal Challengers Bangalore,2018,51.0,41.0,5.0,7.0,1.0,124.39024390243902,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,60.0
K Khejroliya,Royal Challengers Bangalore,2018,0.0,0.0,0.0,0.0,0.0,0.0,65.0,107.0,2.0,10.833333333333334,9.876923076923077,False,True,False,False,True,50.0
P Negi,Royal Challengers Bangalore,2018,3.0,5.0,1.0,0.0,0.0,60.0,24.0,49.0,1.0,4.0,12.25,False,False,False,False,False,28.0
KS Williamson,Sunrisers Hyderabad,2018,735.0,515.0,14.0,64.0,28.0,142.71844660194174,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,865.0
Shakib Al Hasan,Sunrisers Hyderabad,2018,239.0,195.0,9.0,26.0,5.0,122.56410256410257,342.0,456.0,14.0,57.0,8.0,True,True,True,False,False,625.0
Rashid Khan,Sunrisers Hyderabad,2018,59.0,31.0,5.0,3.0,6.0,190.32258064516128,408.0,458.0,21.0,68.0,6.735294117647059,False,True,False,False,True,609.0
S Dhawan,Sunrisers Hyderabad,2018,497.0,362.0,14.0,59.0,14.0,137.292817679558,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,584.0
S Kaul,Sunrisers Hyderabad,2018,3.0,14.0,2.0,0.0,0.0,21.428571428571427,396.0,547.0,21.0,66.0,8.287878787878787,False,True,False,False,True,528.0
YK Pathan,Sunrisers Hyderabad,2018,260.0,200.0,9.0,22.0,11.0,130.0,12.0,14.0,1.0,2.0,7.0,True,False,False,True,False,329.0
MK Pandey,Sunrisers Hyderabad,2018,284.0,246.0,11.0,22.0,5.0,115.44715447154472,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,316.0
